xpos_pix,ypos_pix,frame_num,index_num
220.55555555555554,745.3777777777777,14,0
220.57777777777778,745.2444444444444,15,1
220.84782608695653,744.4347826086956,16,2
221.8125,743.25,17,3
222.72340425531914,741.6808510638298,18,4
223.36363636363637,740.5227272727273,19,5
224.34883720930233,738.7209302325581,20,6
225.1627906976744,737.4418604651163,21,7
225.8695652173913,735.9565217391304,22,8
226.93333333333334,734.3555555555556,23,9
227.88372093023256,733.0930232558139,24,10
228.56410256410257,731.5384615384615,25,11
229.45945945945945,730.2162162162163,26,12
230.08333333333334,728.6388888888889,27,13
231.02702702702703,727.0540540540541,28,14
231.90243902439025,725.9268292682926,29,15
232.8125,724.375,30,16
233.6818181818182,723.25,31,17
234.46938775510205,722.0408163265306,32,18
235.30612244897958,720.469387755102,33,19
236.14,719.32,34,20
236.82978723404256,718.0,35,21
237.76923076923077,716.5769230769231,36,22
238.37735849056602,715.2075471698113,37,23
239.3148148148148,714.0370370370371,38,24
240.11111111111111,712.8888888888889,39,25
240.96296296296296,711.5,40,26
241.88888888888889,710.1111111111111,41,27
242.76470588235293,708.8235294117648,42,28
243.78846153846155,707.6153846153846,43,29
244.5,706.3269230769231,44,30
245.44,704.86,45,31
246.22,703.74,46,32
247.1764705882353,702.4313725490196,47,33
247.85106382978722,701.1489361702128,48,34
248.91836734693877,699.7755102040817,49,35
249.68,698.62,50,36
250.29787234042553,697.4042553191489,51,37
251.20408163265307,695.9591836734694,52,38
251.84444444444443,694.9333333333333,53,39
252.6818181818182,693.5681818181819,54,40
253.25581395348837,692.3255813953489,55,41
254.2325581395349,691.0930232558139,56,42
255.11904761904762,689.8333333333334,57,43
255.70731707317074,688.8536585365854,58,44
256.4418604651163,687.5116279069767,59,45
257.3181818181818,686.5,60,46
258.1111111111111,685.5555555555555,61,47
258.90697674418607,684.6046511627907,62,48
259.5217391304348,683.2608695652174,63,49
260.45454545454544,682.3636363636364,64,50
261.0208333333333,681.375,65,51
262.0208333333333,680.375,66,52
