pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y
474.492837,741.032315,466.427202,743.958621,468.719759,743.011184
474.691411,740.577899,466.614898,743.958621,468.719759,743.011184
474.691411,740.577899,466.614898,743.851240,468.719759,743.011184
474.691411,740.577899,466.708747,743.851240,468.719759,743.011184
474.691411,740.577899,466.614898,744.066002,468.719759,743.011184
474.691411,740.805107,466.614898,744.066002,468.719759,742.881880
475.287133,739.214651,467.177988,742.562669,469.288006,741.459538
476.478579,736.033739,468.585713,739.341240,470.235085,738.744157
477.074301,731.489579,470.016683,736.156396,471.560995,735.382257
478.464321,727.627043,472.028057,732.308962,472.981614,732.149661
478.861469,723.764507,473.223504,729.833844,473.928692,729.304977
480.052914,719.447555,474.791347,727.548868,475.728142,726.330989
480.847211,716.039436,476.620498,724.549837,476.864636,723.098393
481.045785,711.949692,479.129047,720.836750,478.758794,720.512316
481.442934,708.541572,481.271766,717.552097,480.368828,717.150417
482.038656,705.133452,482.891871,713.696199,482.547109,713.659213
482.038656,702.179748,484.146146,710.125923,484.062435,710.685225
482.832953,699.226044,485.295898,706.627053,485.767177,707.194021
483.230101,696.272340,486.550173,703.270994,487.093087,703.832122
484.024398,693.545844,487.833832,699.769284,488.513705,700.470222
484.818695,690.137724,489.228617,696.659961,NaN,NaN
485.612992,687.411228,490.416803,693.422590,NaN,NaN
486.605863,684.684732,491.723119,690.187574,NaN,NaN
487.400160,682.185444,493.437658,687.287215,NaN,NaN
488.220086,679.716754,494.988907,684.386856,NaN,NaN
489.475271,676.485352,496.295223,680.928736,NaN,NaN
490.416660,674.331083,497.438249,677.916824,NaN,NaN
491.358048,671.279203,499.152788,674.904913,NaN,NaN
492.299437,669.304457,500.704038,672.339211,NaN,NaN
493.397724,666.252577,501.677973,669.457967,NaN,NaN
494.715302,663.362522,503.323931,666.256357,NaN,NaN
496.109148,660.584423,504.146910,663.243076,NaN,NaN
497.166454,658.305411,505.628272,660.418126,NaN,NaN
498.232239,655.134796,506.945039,657.216515,NaN,NaN
499.404601,651.964182,508.755592,654.579895,NaN,NaN
500.470386,649.403301,510.072359,651.943275,NaN,NaN
502.069062,646.476579,511.059934,648.929994,NaN,NaN
503.454582,643.184018,512.047509,645.916714,NaN,NaN
504.200631,640.745083,513.971532,642.835077,NaN,NaN
505.159837,637.940309,514.884922,640.326842,NaN,NaN
506.332200,634.403854,515.980989,637.609588,NaN,NaN
507.717719,631.233239,517.259735,635.101353,NaN,NaN
508.996660,628.550411,518.721159,631.757040,NaN,NaN
510.406441,625.510520,519.634549,629.457824,NaN,NaN
511.668168,622.462784,520.547938,626.949590,NaN,NaN
513.210279,619.415048,521.644006,624.023316,NaN,NaN
514.472006,616.527719,522.922752,620.888022,NaN,NaN
515.453350,613.319576,524.018820,618.379787,NaN,NaN
516.855269,610.592655,525.297566,616.289592,NaN,NaN
518.397380,607.544919,526.860945,613.793943,NaN,NaN
519.659107,604.336776,527.822114,611.350017,NaN,NaN
520.780642,601.289040,528.890080,608.661699,NaN,NaN
522.322753,598.401711,529.851249,605.484595,NaN,NaN
524.145248,595.674790,530.919214,602.918473,NaN,NaN
525.406975,592.947868,531.773587,599.863566,NaN,NaN
526.388318,590.220947,533.055145,597.419640,NaN,NaN
527.089278,587.333618,533.589128,594.486929,NaN,NaN
528.631389,584.606697,534.657094,591.676414,NaN,NaN
530.173500,581.879775,535.938652,589.232488,NaN,NaN
531.995995,578.992446,536.899821,586.544170,NaN,NaN
533.538105,576.265525,537.860990,583.733655,NaN,NaN
534.940025,574.019825,538.608566,581.045337,NaN,NaN
536.201752,571.453310,539.890125,578.479215,NaN,NaN
538.304630,568.405574,541.278480,575.913092,NaN,NaN
539.285974,565.518246,542.345054,573.379192,NaN,NaN
540.968276,562.630917,542.906969,570.950301,NaN,NaN
542.116455,560.259924,544.530280,568.235658,NaN,NaN
543.776115,558.242260,546.028721,565.735329,NaN,NaN
545.643232,555.631166,547.027681,563.663628,NaN,NaN
547.095434,553.138758,548.276382,561.877679,NaN,NaN
548.028993,550.408978,549.150472,559.734540,NaN,NaN
548.962551,548.391314,550.336738,557.519963,NaN,NaN
550.103567,546.254965,551.210828,555.233948,NaN,NaN
551.348312,543.525184,552.334659,552.519305,NaN,NaN
553.034199,540.858527,553.645794,549.733224,NaN,NaN
554.732161,538.360637,554.769625,547.304333,NaN,NaN
555.944992,536.140289,555.950785,545.200357,NaN,NaN
557.197424,533.341069,557.053913,542.527473,NaN,NaN
558.347367,531.285192,557.962371,540.374316,NaN,NaN
558.994210,528.735905,559.065499,537.998419,NaN,NaN
560.575381,526.597792,559.973957,535.845262,NaN,NaN
561.940939,523.801799,561.271754,534.063339,NaN,NaN
563.306496,521.581452,562.504662,531.687442,NaN,NaN
564.361273,519.762060,563.672679,529.311545,NaN,NaN
566.062971,518.031324,564.710917,526.861401,NaN,NaN
567.197436,515.867905,565.635929,525.056574,NaN,NaN
568.331901,513.488143,567.001614,523.005645,NaN,NaN
569.466366,511.108382,568.111233,520.759390,NaN,NaN
570.978987,509.377646,569.306207,518.513135,NaN,NaN
571.924374,507.430569,570.586536,516.266880,NaN,NaN
572.869762,505.050807,571.781510,514.118288,NaN,NaN
574.382382,502.887388,572.720419,511.969696,NaN,NaN
575.473663,500.227315,573.744682,509.918767,NaN,NaN
576.890145,497.255969,574.939656,507.867839,NaN,NaN
577.598386,495.635234,575.963920,506.012237,NaN,NaN
579.250949,494.284622,577.329605,503.961308,NaN,NaN
579.977294,491.163068,578.524579,501.715053,NaN,NaN
581.189756,488.601907,579.548842,499.468797,NaN,NaN
582.402218,487.001182,580.573106,497.417869,NaN,NaN
583.334882,485.293741,581.819261,495.613235,NaN,NaN
584.360811,483.479586,583.002078,493.718508,NaN,NaN
585.480007,481.345285,584.125755,491.553106,NaN,NaN
586.692469,478.784124,584.835446,489.590711,NaN,NaN
588.091464,476.543109,586.491390,487.560646,NaN,NaN
589.210659,474.835668,587.201081,485.598251,NaN,NaN
590.604874,473.567851,588.324757,483.771193,NaN,NaN
591.536485,471.080642,589.049904,481.987784,NaN,NaN
593.089171,469.304064,590.216801,479.718012,NaN,NaN
594.331319,467.705144,591.500388,478.115819,NaN,NaN
595.107662,465.928566,592.550596,476.246595,NaN,NaN
595.884004,464.507304,593.834183,474.377370,NaN,NaN
596.970884,463.263700,594.534321,472.775178,NaN,NaN
598.523569,460.598833,595.584529,470.638922,NaN,NaN
600.170000,458.420000,596.751426,468.903213,NaN,NaN
601.178492,455.926360,598.151703,467.033989,NaN,NaN
602.413015,454.231316,598.851841,464.897732,NaN,NaN
603.894442,452.253764,600.135428,463.028508,NaN,NaN
604.635155,450.558720,600.835566,461.559831,NaN,NaN
605.622773,448.581168,601.769084,459.690607,NaN,NaN
606.857296,447.168632,603.169361,457.821383,NaN,NaN
607.844914,445.473587,604.452948,456.219190,NaN,NaN
609.573245,443.496036,605.153086,455.017546,NaN,NaN
610.560863,441.235977,606.319983,452.614257,NaN,NaN
611.548481,439.540933,607.486881,450.745033,NaN,NaN
613.029908,438.128396,608.653778,449.142841,NaN,NaN
613.523717,436.433351,609.353916,447.407132,NaN,NaN
615.095901,435.485096,610.520814,444.870328,NaN,NaN
615.624327,433.268140,611.687711,443.134619,NaN,NaN
617.385749,432.058892,612.621229,441.398911,NaN,NaN
618.266461,430.648102,613.788126,439.796719,NaN,NaN
619.851740,428.834230,615.271663,438.467239,NaN,NaN
620.556309,426.818816,616.281172,436.850133,NaN,NaN
622.141589,425.206485,616.886876,434.770996,NaN,NaN
623.550727,422.989530,618.098286,433.153889,NaN,NaN
624.431438,421.578741,619.107794,431.074752,NaN,NaN
