pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
225.470427,500.372569,227.448032,503.539803,NaN,NaN,NaN,NaN
226.002397,500.840190,227.620000,504.510000,NaN,NaN,NaN,NaN
226.445706,501.775432,228.316446,504.684853,NaN,NaN,NaN,NaN
227.066338,502.710673,228.660000,505.520000,NaN,NaN,NaN,NaN
227.332323,503.645914,229.184861,505.560480,NaN,NaN,NaN,NaN
227.420985,504.347345,229.670000,506.610000,NaN,NaN,NaN,NaN
227.864293,505.633302,230.359775,506.705531,NaN,NaN,NaN,NaN
228.218940,506.217828,230.610000,507.620000,NaN,NaN,NaN,NaN
228.662249,506.919259,231.483605,507.379090,NaN,NaN,NaN,NaN
229.371542,508.322121,232.147687,508.254717,NaN,NaN,NaN,NaN
229.548866,509.140458,232.811768,509.130344,NaN,NaN,NaN,NaN
230.346821,510.660225,233.016101,509.130344,NaN,NaN,NaN,NaN
230.967453,511.244751,233.731266,509.669191,NaN,NaN,NaN,NaN
231.765409,512.296897,234.293181,510.208038,NaN,NaN,NaN,NaN
232.670000,512.470000,234.752930,510.746886,NaN,NaN,NaN,NaN
233.272658,513.816665,235.365928,511.285733,NaN,NaN,NaN,NaN
233.538643,514.401190,235.927843,511.757224,NaN,NaN,NaN,NaN
234.336598,515.219527,236.438675,512.363427,NaN,NaN,NaN,NaN
234.779907,516.154768,237.051674,512.969631,NaN,NaN,NaN,NaN
235.610000,516.500000,237.256007,513.373766,NaN,NaN,NaN,NaN
236.198494,517.206915,237.920088,513.777902,NaN,NaN,NaN,NaN
236.430000,517.740000,238.737419,514.451461,NaN,NaN,NaN,NaN
237.528420,518.843587,239.656917,515.259732,NaN,NaN,NaN,NaN
238.460000,519.740000,240.474248,516.135359,NaN,NaN,NaN,NaN
239.124331,520.363354,240.729664,516.270070,NaN,NaN,NaN,NaN
239.470000,520.710000,241.138330,516.741562,NaN,NaN,NaN,NaN
240.897565,521.649311,241.598079,517.145697,NaN,NaN,NaN,NaN
241.695520,522.116932,242.211077,518.021324,NaN,NaN,NaN,NaN
242.670799,522.701458,242.750840,518.170936,NaN,NaN,NaN,NaN
242.936784,523.636699,243.149028,518.905980,NaN,NaN,NaN,NaN
243.646078,524.338130,244.025041,519.693528,NaN,NaN,NaN,NaN
244.710018,524.805751,244.144497,519.956043,NaN,NaN,NaN,NaN
245.428461,524.554517,244.662141,520.848597,NaN,NaN,NaN,NaN
246.227074,524.554517,245.139967,521.216119,NaN,NaN,NaN,NaN
246.718529,525.607532,245.299242,522.108673,NaN,NaN,NaN,NaN
247.640006,526.741547,245.936342,522.948724,NaN,NaN,NaN,NaN
248.622915,526.741547,246.453986,523.368750,NaN,NaN,NaN,NaN
249.237234,526.984551,246.971630,524.418813,NaN,NaN,NaN,NaN
250.220143,527.551558,247.409637,525.311367,NaN,NaN,NaN,NaN
250.588734,528.118566,248.046737,526.256424,NaN,NaN,NaN,NaN
251.633075,529.414584,248.524563,527.043972,NaN,NaN,NaN,NaN
252.493120,529.657588,248.922750,527.726513,NaN,NaN,NaN,NaN
253.107439,529.819590,250.236770,528.829079,NaN,NaN,NaN,NaN
253.844620,530.224595,250.475683,529.406614,NaN,NaN,NaN,NaN
254.213211,530.710602,250.993327,530.036652,NaN,NaN,NaN,NaN
254.643234,530.953605,251.311877,530.456678,NaN,NaN,NaN,NaN
255.196121,531.520613,251.948977,531.139219,NaN,NaN,NaN,NaN
256.301893,532.249623,252.426803,532.136779,NaN,NaN,NaN,NaN
256.363325,532.492627,253.024084,533.134339,NaN,NaN,NaN,NaN
256.977643,532.411626,253.701004,533.869384,NaN,NaN,NaN,NaN
257.591962,532.492627,254.377923,534.656931,NaN,NaN,NaN,NaN
258.083416,532.978634,255.134480,535.129460,NaN,NaN,NaN,NaN
258.574871,533.626642,255.731761,535.339473,NaN,NaN,NaN,NaN
259.189189,534.841659,257.054417,536.102391,NaN,NaN,NaN,NaN
259.680644,535.894674,257.543270,537.207383,NaN,NaN,NaN,NaN
260.450000,536.890000,257.962287,537.575714,NaN,NaN,NaN,NaN
261.093576,537.514696,258.730484,539.049037,NaN,NaN,NaN,NaN
261.540000,538.840000,258.939993,539.785698,NaN,NaN,NaN,NaN
262.076485,538.891715,259.778027,541.074855,NaN,NaN,NaN,NaN
262.137917,539.377722,260.127207,541.627351,NaN,NaN,NaN,NaN
262.936530,539.944730,261.093576,542.212761,NaN,NaN,NaN,NaN
263.305121,540.754741,261.646462,543.346777,NaN,NaN,NaN,NaN
263.612280,541.402750,262.199348,544.075787,NaN,NaN,NaN,NaN
264.042303,541.807756,262.690803,544.966799,NaN,NaN,NaN,NaN
264.533758,542.536766,263.366553,545.614808,NaN,NaN,NaN,NaN
264.656621,543.265776,263.919439,546.505821,NaN,NaN,NaN,NaN
265.270940,544.075787,264.410894,547.072829,NaN,NaN,NaN,NaN
265.393803,544.804797,265.148076,548.044842,NaN,NaN,NaN,NaN
266.192417,545.776811,265.762394,548.935854,NaN,NaN,NaN,NaN
266.640000,546.820000,266.438144,549.907868,NaN,NaN,NaN,NaN
266.438144,547.072829,266.901313,550.283122,NaN,NaN,NaN,NaN
266.991031,548.044842,267.669511,551.480196,NaN,NaN,NaN,NaN
266.991031,548.854853,268.437708,552.585188,NaN,NaN,NaN,NaN
267.298190,550.150871,268.881436,553.544825,NaN,NaN,NaN,NaN
267.666781,551.041883,269.448215,554.349639,NaN,NaN,NaN,NaN
268.342531,551.851895,269.971395,554.867020,NaN,NaN,NaN,NaN
268.895417,552.823908,270.363780,555.441888,NaN,NaN,NaN,NaN
268.895417,554.281928,270.930559,556.706596,NaN,NaN,NaN,NaN
269.325440,555.496945,270.974157,556.649109,NaN,NaN,NaN,NaN
269.694031,556.549960,271.715329,557.798845,NaN,NaN,NaN,NaN
270.246917,558.088981,271.976919,558.833606,NaN,NaN,NaN,NaN
270.431213,558.898992,272.630895,559.523447,273.018880,560.119968,NaN,NaN
270.922667,560.276011,273.241272,560.788156,273.796677,561.031483,NaN,NaN
271.414122,561.491028,274.244034,561.822917,274.220930,561.669544,NaN,NaN
271.727528,562.659978,274.374829,562.397785,274.786600,562.489908,NaN,NaN
272.230325,563.796488,275.159600,563.202599,275.281562,563.674878,NaN,NaN
272.948606,565.027707,275.726379,564.064901,275.635106,564.495242,NaN,NaN
273.523231,566.353636,276.293157,564.927202,276.342194,565.315605,NaN,NaN
274.169684,567.395437,276.772739,565.846990,276.837156,566.318272,NaN,NaN
274.959793,568.437238,277.165124,566.651805,277.332118,567.320939,NaN,NaN
275.606246,569.289621,277.829860,567.919700,278.180623,568.323606,NaN,NaN
276.037215,570.142004,278.434028,568.875652,278.746294,568.870515,NaN,NaN
276.611840,571.846769,278.877084,569.725388,279.382673,570.146637,NaN,NaN
277.689261,573.456825,279.642363,570.522015,279.948344,570.784698,NaN,NaN
278.192058,574.688044,280.447920,571.424859,280.301888,571.696213,NaN,NaN
278.838511,575.635136,280.890976,572.593246,281.079685,572.790031,NaN,NaN
279.413136,576.771647,281.374311,573.867849,281.574646,573.610395,NaN,NaN
279.987761,577.718738,282.139590,574.983127,282.281735,574.795365,NaN,NaN
280.706042,578.855249,282.824313,575.939079,282.847405,575.706881,NaN,NaN
281.927120,579.802340,283.750703,576.895032,283.413076,576.436093,NaN,NaN
282.789058,581.033560,284.314593,577.532333,283.978746,577.712214,NaN,NaN
283.004542,582.264779,285.160428,578.966262,284.615125,578.806033,NaN,NaN
284.081964,583.401290,285.603484,579.709781,285.251505,579.808700,NaN,NaN
284.728417,584.064254,286.167374,580.559516,285.675758,580.811367,NaN,NaN
285.303042,585.390182,287.174320,581.940337,286.524263,581.540579,NaN,NaN
286.236807,586.242565,287.254875,582.258988,287.160643,582.907852,NaN,NaN
286.955089,587.284366,287.657654,583.427374,287.726313,584.001670,NaN,NaN
287.242401,588.231458,288.536564,584.410623,288.362692,584.913186,NaN,NaN
288.795228,589.087800,289.253203,585.057152,288.928363,585.824701,NaN,NaN
289.467099,589.752222,290.007561,586.399944,289.635451,586.827368,NaN,NaN
290.586883,591.302542,290.611047,587.195673,290.483957,587.921186,NaN,NaN
291.202764,593.000511,291.214534,588.240067,291.049627,589.106156,NaN,NaN
292.882440,593.221985,291.742584,589.334193,291.756716,589.744217,NaN,NaN
293.498322,594.329356,292.119763,590.179655,292.251677,591.020339,NaN,NaN
293.946235,594.772305,292.836403,591.224049,292.746639,592.023005,NaN,NaN
294.618106,595.732026,293.326735,592.467375,293.312309,593.025672,NaN,NaN
295.233987,596.913222,293.590760,593.462035,293.948689,594.210642,NaN,NaN
295.961847,597.725294,294.081093,594.705361,294.372942,595.395612,NaN,NaN
296.689706,599.423263,294.470541,595.875653,294.797194,596.489431,NaN,NaN
297.529544,600.013861,295.254559,596.771586,295.362865,597.400946,NaN,NaN
298.257404,600.678284,295.620434,598.012109,295.928535,598.585916,NaN,NaN
298.817296,601.268882,296.143113,599.183714,296.352788,599.497431,NaN,NaN
299.545156,602.007129,296.718059,600.424236,297.059876,600.591250,NaN,NaN
300.273015,602.450077,297.031666,602.009349,297.413421,601.320462,NaN,NaN
300.776918,602.819201,297.658880,602.491775,297.837673,602.414281,NaN,NaN
301.280821,603.409799,NaN,NaN,298.120509,603.234644,NaN,NaN
NaN,NaN,NaN,NaN,298.049800,603.599251,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
