pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y
43.778343,677.924230,37.185302,678.372595,40.122198,678.614106
43.778343,677.924230,38.059614,678.434307,40.074201,678.614106
43.778343,677.924230,38.059614,678.434307,40.218191,678.553488
43.989970,676.281121,38.176189,678.249171,40.554166,677.886686
45.189187,672.920217,39.458513,676.891506,41.850071,675.340713
47.023285,669.111192,40.565975,674.546449,43.241969,672.309794
47.799249,665.974348,42.023162,672.077968,44.633867,669.036401
49.069008,662.613443,43.596923,670.041471,46.073761,665.823626
50.197684,659.327226,46.453009,665.536493,47.465659,662.792707
50.872469,656.256594,47.968483,662.882875,48.905553,659.883024
52.061526,653.319120,50.066832,660.167546,50.297451,657.458289
52.656055,650.311706,51.757168,657.143657,51.641352,654.912317
53.382701,647.653990,53.505792,654.304903,53.081247,652.426963
53.780732,645.394222,55.429279,651.219302,54.761123,649.456662
54.398715,642.986131,57.119615,648.627397,56.496271,647.417554
55.034169,640.869823,58.931557,645.805396,58.106187,644.666640
56.091108,638.561808,60.311628,643.522343,59.242598,642.035331
57.015931,636.043972,62.036716,640.782680,60.473710,639.284416
58.138929,633.735957,63.675550,637.906033,61.988925,637.011922
59.592221,631.288061,65.098747,635.349014,63.125336,634.141402
60.974816,628.620245,66.047546,632.335384,64.247148,631.574909
61.974083,626.458292,67.677337,629.313721,65.998891,629.185508
63.166526,623.986778,69.190109,626.911243,NaN,NaN
64.468448,621.746856,70.570000,624.290000,NaN,NaN
65.770370,619.593085,71.875280,621.825996,NaN,NaN
67.153662,617.180861,73.312414,619.223311,NaN,NaN
67.967363,614.682486,74.339745,616.742033,NaN,NaN
69.269285,612.787167,75.661928,614.392260,NaN,NaN
70.652577,610.202642,77.314656,612.142476,NaN,NaN
72.198609,607.445814,78.447956,609.642717,NaN,NaN
73.477869,605.032713,79.286333,607.353108,NaN,NaN
74.619557,602.766278,80.190000,604.730000,NaN,NaN
76.260732,600.273200,81.220000,602.600000,NaN,NaN
77.116998,597.629027,82.492842,600.107418,NaN,NaN
78.330041,595.513688,83.230000,597.760000,NaN,NaN
79.257662,593.171706,84.624784,595.017653,NaN,NaN
80.684772,590.829723,86.213290,592.760453,NaN,NaN
82.183236,588.487741,87.702605,590.535809,NaN,NaN
83.412298,585.752931,89.077276,588.439979,NaN,NaN
84.580335,583.161829,90.177013,585.820192,NaN,NaN
85.915234,580.747394,91.166776,583.666145,NaN,NaN
87.250132,578.391847,92.211526,581.453881,NaN,NaN
88.529410,575.741857,93.091316,578.834094,NaN,NaN
90.198034,573.445199,94.465987,576.738264,NaN,NaN
91.303652,570.849235,95.510737,574.526000,NaN,NaN
92.414813,568.594382,96.775434,572.488388,NaN,NaN
93.525974,566.339529,97.830538,570.264688,NaN,NaN
95.007522,563.594491,99.151311,568.041635,NaN,NaN
96.130444,561.542232,100.235022,566.069571,NaN,NaN
97.633444,559.583702,101.284867,564.097508,NaN,NaN
99.049138,557.512684,102.199249,561.874454,NaN,NaN
100.462626,555.160985,103.452290,559.687256,NaN,NaN
101.854185,553.103062,104.451805,557.559163,NaN,NaN
103.063087,550.969847,105.593493,555.499786,NaN,NaN
104.185640,548.714734,106.862035,553.171794,NaN,NaN
105.588614,547.057174,107.876868,551.022878,NaN,NaN
106.834866,545.209912,108.933986,548.963501,NaN,NaN
108.205743,542.834860,110.033389,547.127968,NaN,NaN
109.078119,540.855651,111.217361,545.023822,NaN,NaN
110.573622,538.876441,112.191074,543.255019,NaN,NaN
112.193749,536.633337,113.226379,541.256190,NaN,NaN
113.315376,534.918022,114.566185,539.321839,NaN,NaN
114.935504,532.806865,115.723290,537.194054,NaN,NaN
116.057130,530.695708,116.880396,535.324181,NaN,NaN
117.178757,528.848446,117.915701,533.196395,NaN,NaN
118.300384,527.133131,118.768305,531.326523,NaN,NaN
119.671261,525.021974,119.620909,529.843521,NaN,NaN
120.917513,523.570554,120.899815,527.973648,NaN,NaN
121.914515,521.459397,122.056920,525.910341,NaN,NaN
123.410017,519.612135,123.180896,524.079467,NaN,NaN
124.531644,517.500978,124.245449,522.254641,NaN,NaN
125.404021,516.049558,125.259309,520.215129,NaN,NaN
126.401022,514.334243,126.374555,518.497646,NaN,NaN
127.647274,512.618928,127.540494,516.887505,NaN,NaN
129.308268,510.581919,128.757126,515.223692,NaN,NaN
130.637459,508.638527,129.669600,513.398866,NaN,NaN
131.686137,507.831913,130.784846,511.788725,NaN,NaN
132.634488,505.935337,131.849399,510.124913,NaN,NaN
133.566226,504.049401,132.609794,508.461101,NaN,NaN
134.405691,502.123697,133.624551,506.889684,NaN,NaN
135.664889,500.494255,134.900790,505.152400,NaN,NaN
136.504355,499.161075,135.812388,503.270342,NaN,NaN
137.763553,497.531634,136.723987,501.677832,NaN,NaN
138.603018,496.050323,137.681166,499.892289,NaN,NaN
139.162662,494.124619,138.866244,498.251521,NaN,NaN
140.981503,492.939570,139.732263,496.369463,NaN,NaN
141.820969,491.161997,140.826182,494.535663,NaN,NaN
142.520523,489.532555,141.692200,492.943152,NaN,NaN
143.499899,487.903113,142.698727,491.471611,NaN,NaN
144.619187,486.421803,143.723119,489.663981,NaN,NaN
145.178830,485.384885,144.671630,487.976859,NaN,NaN
146.577939,483.903574,145.686139,486.301158,NaN,NaN
147.417404,482.126001,146.721576,484.966120,NaN,NaN
148.396781,480.792822,147.817921,483.898091,NaN,NaN
149.096335,478.867118,148.853359,482.741058,NaN,NaN
